text,review_sentiment
"normal
baratheon muito bom recomendo ",POSITIVE
"normal
Fiquei MT feliz por ter comprado nesse site e de confiança . ",NEUTRAL
"produto com defeito
comprei dois cartuchos de impressora que vieram embolorados, e falsificados.
e agora?",NEGATIVE
"normal
A capa não serve para ser usada com motosnaps",NEUTRAL
"normal
O produto veio conforme a descrição e chegou antes da data prometida.",NEUTRAL
"normal
Não recomento, comprei um produto e me entregaram outro, ainda queriam me convencer que eu e quem estava errada, tudo é uma confusão e burocracia péssimo péssimo, a minha sorte e que tinha as fotos.",NEGATIVE
"Ótima qualidade
Produto de ótima qualidade, fácil instalação e entrega rápida!",POSITIVE
"normal
Infelizmente o lojista teve a péssima ideia de colocar suas vendas pelos Correios. Tive que ir a agência da mesma, e perder mais de 3 horas para retirar minha compra. UMA BAGUNÇA.",NEGATIVE
"normal
Recomendo, porem a entrega pelos correios não chega no prazo",NEUTRAL
"normal
Produto que não tem atualização de status e falta de comunicação da empresa com o cliente",NEUTRAL
"normal
Gostei e recomendo !!!",POSITIVE
"EXCELENTE
Amo comprar no site das lannister. Ja teve compra que me arrependi e obtive o vale para outras compras, resolução rapida do problema. Rastreamento de entrega, tudo certo, em todos pedidos feitos.",POSITIVE
"normal
Ainda não recebi. Os correios não atualiza o site. Quero saber o que aconteceu. ",NEGATIVE
"normal
gostei do atendimento ,porém o produto nao atendeu aquilo que eu esperava , por esse motivo estou solicitando a devolução do mesmo . ",NEGATIVE
"normal
Recebi parte do pedido, comprei 6 cartuchos, mas recebi somente 5. Já enviei uma mensagem. Por favor, poderiam verificar onde foi parar o outro cartucho? Obrigada",NEUTRAL
"normal
O produto eh falsificado. Não eh o anunciado. 
 ",NEGATIVE
"normal
O produto não foi entregue na data prevista e o vendedor não me informou os motivos da demora para a entrega.",NEGATIVE
"muito boa
normal",POSITIVE
"normal
Produto diferente do pedido. E ainda por cima vcs prestam um mal atendimento ",NEGATIVE
"O cartucho não é original
O cartucho não é original fiz o cancelamento e estou aguardando a devolução do valor o cartucho não funciona.",NEGATIVE
"Recomendo
entregue antes do prazo muito rapido ",POSITIVE
"normal
Produto tem um tom de cor diferente da foto. Houve um problema em relação a entrega nos correios, mas a entrega foi feita antes do prazo. Não usei o produto ainda. Mas acredito que seja se boa qualida",NEUTRAL
"Produto ótimo
Produto de ótima qualidade, fiquei super feliz com a agilidade da entrega.",POSITIVE
"normal
Entrega rápida e pedido entregue conforme solicitado. Recomendo.",POSITIVE
"normal
Na nota veio descrito 4 produto sendo que quando abri veio 3, espero que esteja a caminho",NEUTRAL
"Muito bonito 
Satisfeita com minha compra ",POSITIVE
"normal
Recebi e o produto é otimo",NEUTRAL
"normal
Produto ótimo, demorou pra chegar mas a loja cumpre o que promete ",NEUTRAL
"normal
Cortina branca, com costura marrom , costuras torta.
Já comprei cortina nesse valor mais com bom acabamento",NEUTRAL
"normal
Tudo como acordado, obrigado. ",NEUTRAL
"4
Muito bom recomendo a todos ",POSITIVE
"Top!!
Tudo certo!!",POSITIVE
"normal
Não recomendo essa transportadora targaryen eles falaram que vieram entregar aqui em casa um dia após eu ter feito a compra e não vinheram eu mesma tive que retirar no correio no fim do mundo AFF ",NEGATIVE
"normal
Boa porém muito transparente ",NEUTRAL
"normal
foi muito rápido que recebi a encomenda",NEUTRAL
"normal
chegou tudo ok e ficou bom o capacete.",NEUTRAL
"normal
Produto Top.
",POSITIVE
"normal
ola comprei dois relógios. somente um chegou.",NEUTRAL
"recomendo
recebi um de meus produto antes do prazo ",POSITIVE
"normal
Produto fragil, estrutura toda de plastico ressecado, desconfortavel.

Não recomendo o produto.

Mas vale ressaltar o ótimo atendimento da lannister e rapidez na entrega.",NEGATIVE
"normal
Lindo lindo! Amei! ",NEUTRAL
"normal
Produto entregue antes do prazo, maior quantidade e menor preço.",NEUTRAL
"normal
O produto atende muito bem. A empresa entregou no prazo combinado.",NEUTRAL
"normal
É impressionante o respeito, consideração, tratamento e agilidade pela entrega da mercadoria ao consumidor dado pelo stark, só me resta agradecer e reconhecer estes valores. Obrigado. ",POSITIVE
"normal
Recomendo a compra do cubro mágico pela targaryen/lannister. Chegou antes do previsto. O produto é ótimo, lindo, de perfeito manuseio. ",NEUTRAL
"👍
normal",NEUTRAL
"normal
comprei dois controles, demorou quase um mês pra chegar e veio só um controle, cadê o outro?? 68 reais por um controle?? eu comprei dois, quero o outro",NEGATIVE
"Muito boa
Muito bom o produto, mas se estiver procurando uma cortina blackout essa não é a cortina. Do restante é ótimo!",POSITIVE
"normal
Ótimo produto, entrega rápida, parabéns!",NEUTRAL
"BOM VENDEDOR
Produto perfeito, entrega dentro do prazo e vendedor atencioso.",POSITIVE
"normal
Sempre correto",NEUTRAL
"normal
Achei só muito demorado o prazo para a entrega.",NEUTRAL
"normal
prazo muito longo de entrega",NEUTRAL
"normal
Alem de ter recebido dentro do prazo, o produto veio exatamente como descrito. Ainda não testei, mas aparentemente possue uma boa qualidade, foi facil de montar.",NEUTRAL
"normal
pacote da mercadoria bem fechado, sem avaria e bem antes do prazo,",NEUTRAL
"normal
RECOMENDO !!!",NEUTRAL
"normal
ESTA FALTANDO O JOGO DA ROUPA DE CAMA POIS SO RECEBIAS DUAS FRONHAS AVULSAS, ONDE ESTA O RESTANTE DOE MINHA COMPRA?",NEUTRAL
"normal
O prazo de entrega determinado pela lj é mto grande",NEUTRAL
"Não recomendaria
Pedi 2 produtos iguais.. Vieram corretamente, porém um dos produtos veio sujo, sem o plástico na escovinha de limpeza, como se alguém já tivesse manipulado/ usado. Fiquei bem descontente com esse fato",NEGATIVE
"normal
Veio estragada, os ilhoes soltos. N indico ",NEGATIVE
"normal
O produto veio com defeito ele não liga não funciona quero trocar",NEGATIVE
"normal
Muito boa veio tudo certinho a gente amo veio antes do prazo super indico ..",NEUTRAL
"normal
Eu adoro essa loja!",POSITIVE
"normal
comprei o produto falarão que iria entrega ate dia 09/03 .Recebi Mensagem Falando que o produto foi entregue dia 23/02 as 22:44 da noite .NÃO RECEBI.Ate o momento não foi entregue. favor verificar ai",NEGATIVE
"normal
Gostei muito do que comprei com vcs muito obrigada breve farei outras compras vanda",NEUTRAL
"normal
muito bom. gostei.",POSITIVE
"normal
Prazo de entrega é muito demorado.",NEUTRAL
"normal
Recebi 01 item apenas.",NEUTRAL
"normal
Produto entregue em 2 dias uteis, bonita e de material resistente.",NEUTRAL
"normal
Produto veio conforme o desejado, e muito antes do prazo. recomendo.",NEUTRAL
"normal
trata-se de empresa renomada, portanto, isso é uma das virtudes desta empresa pelo grau de confiabilidade e honestidade. Recomendo a todos que interessarem que podem fazer compras através desse site.",NEUTRAL
"normal
Recebi antes do prazo estimado. ",NEUTRAL
"normal
OTIMO PRODUTO ",NEUTRAL
"normal
O produto não corresponde às descrições de tamanho e peso contidas no site. É bem menor e muito mais leve.",NEGATIVE
"Recomendo!
normal",POSITIVE
"normal
O produto é exatamente o apresentado no site.",NEUTRAL
"normal
Eu recebi as essências, mas está faltando o Kit Colágeno hidrolisado. No site e por e-mail esta dizendo que foi recebido juntos. Só que ainda aguardo os colágenos.",NEUTRAL
"normal
O jogo é aparentemente é bom.. só tive q fazer os arremates,(muita linha solta) mas as costuras parecem ser resistentes.... ",NEUTRAL
"normal
Comprei um produto e me entregaram outro e ainda escreveram na nota que a embalagem era nova.",NEUTRAL
"normal
A nota fiscal foi emitida no dia que deram de prazo para entrega. Até agora o produto não chegou!",NEGATIVE
"Péssima 
O produto ainda não chegou na minha casa.",NEGATIVE
"normal
O lojista entrou em contato, dizendo que não havia o produto escolhido e nos mostrou o que tinha, ai conseguimos entrar em acordo.
",NEUTRAL
"Ótimo
Adoro comprar nas lojas lannister",POSITIVE
"normal
é muito fino ",NEUTRAL
"normal
Sempre comprei na loja nunca tive problemas...

",NEUTRAL
"normal
É uma pena não ter chegado antes do Natal
 Espero que chegue até o ano Novo!",NEUTRAL
"normal
Demorou um pouco a chegar, mas veio dentro do prazo, visto q o prazo q foi dado foi bastante longo",NEUTRAL
"normal
Ótimo produto entrega antes do prazo previsto .",NEUTRAL
"Excelente loja e produto 
Facilidade de compra no site e entrega rápida, produto atende as espectativas. Recomendo 
",POSITIVE
"normal
recebi o produto errado ",NEUTRAL
"normal
Todo processo foi rápido, pratico e seguro. Obrigado",POSITIVE
"normal
Excelente entrega...deveria ser assim em todas as lojjas",NEUTRAL
"normal
Comprei 2 unidades veio só uma, tentei ligar no tel da nota não atende, telefone e aplicativo da lannister não tem a opção de reclamações, entrei com o Procon pra resolver.aconselho ninguém comprar ",NEGATIVE
"normal
Quando a mercadoria é entregue pela lannister.COM chega muito mais rápido. Gostaria de saber o motivo.",NEUTRAL
"normal
Produto com defeito, após contato com targaryen, aguardando envio de mensagem para troca do mesmo.
",NEUTRAL
"normal
Produto chegou sem as devidas peças para montagem. Faltam as peças ""C"", descritas no manual. Solicito o envio das mesmas ou o reembolso do valor pago.",NEGATIVE
"Produto excelente!!
Entregue antes do prazo. Mto bem embalado. Adorei.",POSITIVE
"normal
Os panos são lindos e o tecido de qualidade.
A entrega foi no prazo.
Recomendo! Nota dez!",NEUTRAL
"normal
Pela indicação achei que peça seria maior.",NEUTRAL
"Otimo
Produto conforme anunciado. Entrega rapidissima.",POSITIVE
"recomendo
Pois bem, como acima citado o produto foi entregue errado, incorreto, veio um relógio feminino ao invés do masculino: Relógio Masculino Casio Digital Vintage DB-360-1ADF. ",NEUTRAL
"normal
Excelente serviço, tempo de entrega e qualidade",POSITIVE
"normal
A entrega foi rápida , porém o sabor veio errado... Ainda não experimentei o produto ",NEGATIVE
"normal
Excelente parceiro ",POSITIVE
"normal
veio faltando itens",NEUTRAL
"recomendo
trabalho com profissionalismo das lojas lannister. indico com certeza",POSITIVE
"normal
A compra foi muito fácil. Apenas houve pequena demora na entrega.",NEUTRAL
"normal
Produto chegou antes do prazo estipulado, tudo certo.",NEUTRAL
"normal
essa parceria com outra lojas é uma porcaria até o momento não me deram nem uma sastifaçao ",NEUTRAL
"normal
Enviou o produto a mais de um mês, mas ainda não chegou e a loja nem um parecer me deu. Pode não ser culpa dela mas poderia acompanhar e fazer alguma coisa a respeito. ",NEGATIVE
"normal
gostei muito do atendimento sempre que precisar comprarei com voces.parabens a todos.estao sempre enviando ofertas por e-mail isto e muito importante para sabermos as ofertas.produtos de otima qualid ",NEUTRAL
"normal
Super recomendado igual o anúncio acabamento perfeito,ADOREI",POSITIVE
"normal
Comprei são faz tempo e nada estou indiguinado paguei 279 e cadê meu aparelho",NEGATIVE
"normal
Americana é uma loja que é muito responsável com suas vendas e eu recomendo a todos",POSITIVE
"normal
Recebi, mas houve diferenças na orifício da câmera traseira, sensor digital, flash.Ficando fora de centro. ",NEUTRAL
"normal
Produto bem legal ",NEUTRAL
"normal
S",NEUTRAL
"Muito bom
Gostei muito. Muito útil e veio tudo certinho. Recomendo.",POSITIVE
"normal
O produto chegou antes da previsão de entrega.",NEUTRAL
"normal
Chegou antes do prazo estipulado, muito bom. Produto de boa qualidade, encaixe perfeito no smartphone ",POSITIVE
"normal
 Recebi o produto no tempo determinado, sem nenhum problema e produto de ótima qualidade.",POSITIVE
"normal
O pedido chegou antes do previsto, tudo entregue corretamente.",NEUTRAL
"normal
Tudo,ok eu recomend",POSITIVE
"normal
Acredito que poderia ser melhor embalado, produto chegou com riscos, devido a falta de plastico bolha envolvendo a cuba. Optei por não devolver. Transporte e prazo ok.",NEUTRAL
"Fui roubada
Veio apenas um tablet eram dois agr tento contatar a loja pra abrir a reclamacao e nada!",NEGATIVE
"normal
Super recomento, chegou todo embalado e muito antes do prazo estipulado.",POSITIVE
"normal
Ainda não chegou, e não consigo rastrear o produto, preciso do código de rastreamento!",NEGATIVE
"normal
Minha família amou que tive que comprar mais dois ",NEUTRAL
"normal
Tudo certo.",NEUTRAL
"normal
A capa veio a certa mas a película protetora veio errada
",NEUTRAL
"Avaliação
Comprei um produto pelo site e foi entregue no prazo e em perfeitas condições.",POSITIVE
"normal
Recebi na data certa. Tudo ok!",NEUTRAL
"normal
produto perfeito e entrega super rápida ",POSITIVE
"normal
Adorei a lixeira muito linda e moderna",NEUTRAL
"SUPER RECOMENDO
PRODUTO VEM EM PERFEITO ESTADO, PRAZO CERTO, COMO EU QUERIA.",POSITIVE
"normal
a loja esta de parabens produto chegou antes do prazo tudo em ordem.",NEUTRAL
"Bomba 12V
Produto de qualidade. Compra satisfatória. Recomendo.",POSITIVE
"normal
RECOMENDO LOJA E PRODUTO",NEUTRAL
"normal
Atendeu às expectativas",NEUTRAL
"normal
Gostei atendimento e a mercadoria chegou antes do prazo combinado. ",NEUTRAL
"normal
Nao veio junto com a encomenda o manual de montagem, quando se monta a casa devesse cuidar para não mexer muito, porque ela desencaixa facilmente. Tive que comprar uma cola de madeira pra ficar firme.",NEUTRAL
"normal
O produto não chegou com o acabamento perfeito. O acabamento em inox veio com uma marca, parecendo um ponto de solda.",NEGATIVE
"normal
Chegou no prazo, produto correto.",NEUTRAL
"normal
um pincel o de boca, veio com defeito",NEUTRAL
"normal
Satisfatório!",POSITIVE
"normal
Um dos produtos veio incorreto, eu pedi 3 produtos iguais e veio um diferente, estou no aguardo para resolver esta troca.",NEUTRAL
"normal
As capas são grossas e bem acabadas. De muito boa qualidade. Recomendo!",POSITIVE
"normal
Só o pendente de madeira que veio, o outro não veio. Junto ao correio só existe um número para rastreamento com um item inclusive na nota fiscal e no pedido são dois itens.",NEUTRAL
"normal
Comprei um Tablet Qbex e o produto veio com defeito! NÃO CARREGA...",NEGATIVE
"normal
A entrega chegou bem antes do prazo, super confiável ",POSITIVE
"normal
recebi o produto dentro do prazo exatos 7 dias apos a compra.",NEUTRAL
"Relógio veio danificado 
Relógio veio danificado e não é original ",NEGATIVE
"Pendente entrega
Nao chegou o cobertor",NEGATIVE
"normal
Produto chegou rápido, sensacional.",NEUTRAL
"normal
Comprei 4 kits de saquinhos para sapatos (cada kit contendo 10 unidadess) e no dia 15/02/17 só chegou apenas 1 KIT! Liguei para o correio, eles disseram que não era com eles.E vcs nao resolveram tb",NEGATIVE
"normal
Não gostei do produto, mas a logística foi boa.",NEUTRAL
"normal
Foi roubada, ja mandei e-mail mas até agora nada, ninguém me respondeu ",NEGATIVE
"normal
Recomendo para todos ",NEUTRAL
"Recomendo
Comprei de presente para minha filha, ela gostou muito. É um produto muito fácil de montar. Chegou dentro do prazo..",POSITIVE
"Não recomendo 
Não recomendo esse produto, pois o acabamento do produto não é bom,a parte do alumínio é arranhado.Quero devolver o produto pelo site no prazo, mas o site não está me dando a opção de devolução",NEGATIVE
"normal
Tenho varias compras na baratheon inclusive uma tv que sei que vai chegar antes da data prevista. Mas com parceiros é diferente, não são comprometidos.",NEUTRAL
"normal
Não entregou no prazo por isso a avaliação ruim. Ainda não recebi o produto ",NEGATIVE
"normal
chegou dentro do prazo produto original mt bom",NEUTRAL
"Entega rápida / Bom produ
Ótima entrega. Antes do prazo. Um bom produto.",POSITIVE
"normal
Eu só acho que deveria ter data certa para entrega do produto, não ficar esperando dias para receber o produto. 
Ex. O meu produto chegou dia 8 de março, Mas a informação era até o dia 19 de março ",NEUTRAL
"normal
ENTREGA MAIS DO QUE RÁPIDA...THE FLASH!!!",NEUTRAL
"normal
Recebi o produto antes da data prevista.
AMEI veio igual a foto.
",NEUTRAL
"Muito bom
Recomendo",POSITIVE
"normal
Vendedor muito bom. O produto não posso avaliar, pois irei dar de presente.",NEUTRAL
"normal
Difícil ajuste, cheira muito mal e é muito curto",NEGATIVE
"normal
Eu comprei e nao funcionou
",NEGATIVE
"Ótimo!
normal",NEGATIVE
"nao recebi
nao recebi minha compra",NEGATIVE
"normal
Entrega muito rápida, muito antes do prazo.
Excelente.",POSITIVE
"normal
O produto chegou.",NEUTRAL
"normal
muito om",NEUTRAL
"normal
Top ",POSITIVE
"normal
Atendeu minhas expectativas,chegou antes do prazo,tecido lindo e de boa qualidade.Amei.",NEUTRAL
"normal
Muito bom , produto sensacional, entrega super rápida chegou antes do prazo.

Parabéns.


",POSITIVE
"Ótimo
Chegou antes da data prevista , eu recomendaria para meus amigos a loja stark está de parabéns .",NEGATIVE
"Péssima 
Recebi o produto que eh falso quero meu dinheiro de volta ",NEGATIVE
"normal
Demorou para chegar.",NEUTRAL
"normal
Boa loja, excelente atendimento, entregou no prazo, porém um dos produtos apresentou violação, o pior é que derramou mais da metade do creme de hidratação. Embalagem de transporte fraco, melhorem!",NEUTRAL
"normal
O produto não é o mesmo da foto, fiquei com o produto porque gostei da cor, mais me senti enganada pois pedi um produto e chegou outro. ",NEGATIVE
"normal
rapidez",NEUTRAL
"Òtimo
Sempre compro nas lannister e não tenho nada a reclamar,tudo perfeito.",POSITIVE
"produto ruim 
esse afiador e uma porcaria ,enganação ,melhor uma pedra para amolar manual ,me ferrei ",NEGATIVE
"normal
Dois técnicos tentaram instalar o produto mas, segundo eles, o aparelho não conecta: ""provavelmente trata-se de um defeito"". Sendo assim, solicito a solução desse problema. Aguardo resposta!",NEUTRAL
"Não recebi o produto
Não recebi o produto",NEGATIVE
"normal
Muito boa, recomendo",POSITIVE
"normal
O produto chegou em perfeito estado e antes do prazo. Não tive nenhuma dor de cabeça! ",NEUTRAL
"normal
Produto conforme o anunciado e entregue muito rápido.",NEUTRAL
"Ótima 
Adorei o produto, e foi entregue bem antes da data marcada.",POSITIVE
"Perfeito 
Produto exatamente igual ao anunciado, chegou bem antes do prazo previsto. Recomendo a todos. ",POSITIVE
"Pedido não entregue 
Se não me derem uma posição quanto o meu pedido não entregue terei que tomar minhas providências na justica para sanar meu problema.",NEGATIVE
"normal
Produto entregue dentro do prazo.",NEUTRAL
"normal
Adorei Obrigada super recomendo 
",POSITIVE
"normal
Entrega muito rápida e o produto é de qualidade, além de lindo ",NEUTRAL
"normal
Era a panela de pipoca vermelha não sinza",NEUTRAL
"normal
Entrega muito demorada! Serviço pode ser melhorado! ",NEUTRAL
"normal
Chegou antes do prazo, muito bem embalado",NEUTRAL
"normal
desta vez ffuquei desepcionada com a demora",NEUTRAL
"recomendo
chegou antes do prazo ",POSITIVE
"Desfavorável !!!
Achamos desfavorável pagar por um frete é ter o desconforto de buscar na agência dos Correios .",NEGATIVE
"normal
Minha opinião é que foi propaganda enganosa, mostrou um produto e mandou faltando peças, isso não está certo.",NEGATIVE
"normal
Foi entregue ante do prazo",NEUTRAL
"normal
Correu tudo bem, contudo o produto veio danificado. Vamos ver como a loja se saí agora. ",NEUTRAL
"normal
O material do organizador de sapatos muito ruim.",NEUTRAL
"normal
Maravilha",POSITIVE
"normal
Entrega em perfeito estado, fornecedor pontual, recomendo o produto, eu e meu filho gostamos muito, obrigado!!!",POSITIVE
"normal
tudo conforme anunciado, entrega no prazo, rocomendo",NEUTRAL
"normal
O produto é bonito a qualidade é boa em relação ao preço! Atendeu as minhas expetativas! Recomendo! ",POSITIVE
"normal
O relógio é simples, está ok. A embalagem veio amassada.",NEUTRAL
"normal
Ate o presente momento não recebi o produto,estava com o prazo de entrega dia 03/02/2018, estou no aguardo , e poderiam ser mais eficientes.",NEGATIVE
"normal

Entrega rápida.",NEUTRAL
"pouco recumendo
quero meu produto",POSITIVE
"normal
Muito ótimo!!! Super recomendo",POSITIVE
"falta produto
ENTREGARAM A TÁBUA E Ñ FOI ENTREGUE O QUADRO, LOGO QUERO UMA RESPOSTA TENDO EM VISTA QUE VIA EMAIL DISSERAM QUE FOI ENTREGUE JUNTO.",NEGATIVE
"normal
Ótimo recomendo ",NEUTRAL
"Ótimo vendedor!
Produto de qualidade, excelência no processo de compra.",POSITIVE
"normal
Empresa com produtos de ótima qualidade. Tudo bem embalado para proteção no transporte. Recomendo",NEUTRAL
"normal
Entrega no prazo e produto conforme especificações.",NEUTRAL
"Não recomendo
Achei o produto muito leve em relação aos modelos antigos. Ele é completamente feito em plástico, entenda-se, uma ducha corona mais potente. ",NEGATIVE
"Produto parcialmente entr
Comprei dois jogos de susplat, mas veio apenas um. Qualidade do tecido horrível. Quero exercer direito de arrependimento. ",NEGATIVE
"O relógio não funciona 
Entrega no prazo, produto correto, mas o relógio não funciona ",NEGATIVE
"Kit bolsa maternidade
As bolsas são lindas.
Gostei bastante.",POSITIVE
"normal
SÓ NÃO ENTENDI PORQUE EU PEDI TRÊS MERCADORIAS NO MESMO PEDIDO E SÓ RECEBI UMA. AINDA ESTOU NO AGUARDO DOPS CABOS. NÃO POSSO DIZER QUE O PEDIDO FOI TODO ENTREGUE, UMA VEZ QUE RECEBI SOMENTE UM PRODUTO",NEUTRAL
"Estou aguardando.
Comprei 5 cadeiras e recebi 3. 
Estou aguardando as 2 cadeiras restantes do pedido. ",NEGATIVE
"normal
Recebi apenas o jogo de tapetes. A micro válvula de aerógrafo não recebi.",NEUTRAL
"normal
Chegou certinho antes do prazo recomendo a todos ",NEUTRAL
"Ótimo
Super recomendo, amei...",POSITIVE
"normal
O meu pedido era composto de dois produtos: pneu Maggion aro 17 110/90-17 60T Vipe e Pneu de Moto Maggion Aro 19 90/90-19 52T. O item: Pneu Maggion aro 17 110/90-17 60T Viper não foi entregue.",NEGATIVE
"normal
Muito rápido e o produto é de alta qualidade",NEUTRAL
"normal
Gostei do produto e a entrega foi super rápida.",NEUTRAL
"Super recomendo
Produto entregue antes do prazo acordado.",POSITIVE
"normal
O produto é muito bom.",NEUTRAL
"Entrega Incompleta
Eu comprei 2 perfumes e veio apenas um! Quero o estorno do meu dinheiro!",NEGATIVE
"normal
Produto entregue no prazo marcado!",NEUTRAL
"Compra desatenta 
Estive peneirando minha pesquisa em jogo de cama de solteiro e 100 % algodão e infelizmente depois de olhar vários acabei escolhendo um que depois de concluir a compra fui verificar que era de casal .",NEGATIVE
"bom
Chegou certinho.",POSITIVE
"normal
FICAMOS ESPERANDO UMA ENCOMENDA PAGA QUE NUNCA CHEGOU E AINDA NÃO FOI EXTORNADO O VALOR DA COMPRA",NEUTRAL
"normal
Achei pequeno o relógio 
É melhor postar foto no pulso para melhor ideia do produto
",NEUTRAL
"normal
Entrega antes do prazo...
Recomendo sempre...
Controle bom...",NEUTRAL
"normal
Produto mal acabado",NEUTRAL
"SIM
satisfeita",POSITIVE
"Produto não entregue
Fiz a compra de dois prudutos juntos e recebi somente um código. Automaticamente achei q viaria os dois mas só chegou um",NEGATIVE
"0
Comprei 02 e entregaram 01 e com defeito. Não funciona ",NEGATIVE
"Bom 
Produto bom. Cumpriu o esperado. ",POSITIVE
"Atendimento perfeito!
Compra e atendimento perfeitos!
Produto entregue no prazo de excelente qualidade, lindo. Que marca de relógios maravilhosa a OSLO! Comprarei outros.",POSITIVE
"normal
Muito bom, Recomendo",POSITIVE
"normal
Bom atendimento.
Gostei especialmente de ser notificado sobre o acompanhamento do itinerário do produto até a entrega. Isto dá um senso de segurança.",NEUTRAL
"normal
Parabéns pelo serviço, chegou no prazo e estou satisfeito com o produto.",NEUTRAL
"normal
olha as toalhas nao sao o que eu esperava achei muito abaixo da qualidade que eu esperava",NEUTRAL
"Ruim
Pedido veio pela metade. Comprei extrator de cravos e caneleira, mas recebi somente a cabeleira.",NEGATIVE
"normal
O produto não correspondeu à expectativa.
Não corresponde à especificação desejada.",NEGATIVE
"normal
Recebi o produto correto, porém não fiquei satisfeita pois o relógio é muito pequeno até parece de criança.",NEUTRAL
"Rápido e eficiente
O lojista enviou o produto rapidamente e bem embalado.",POSITIVE
"normal
Adquiri produto original e recebi genérico. Impressora da HP não aceita. Já solicitei devolução do dinheiro e não obtive resposta.",NEGATIVE
"normal
Couro sintético de qualidade bem razoável. Produto cumpre o papel, que é basicamente dar uma proteção ao tablet, mas não tem a qualidade de capas Targus que você encontra no ML, por exemplo.",NEUTRAL
"Ótimo!!
Lindos pendentes",NEGATIVE
"normal
Compra fácil e entrega no prazo ",NEUTRAL
"normal
Produto melhor do que pensei. Entrega rápida. Valeu.",NEUTRAL
"Ótima empresa 
Compra garantida.",POSITIVE
"Excelente
Minha gata amou!",POSITIVE
"normal
Chegou um dia antes do previsto! Bem embalado e o produto de ótima qualidade como anunciado. Minhas cadelas adoraram a oportunidade de passeios!!!",POSITIVE
"Não recebi
Não recebi ",NEGATIVE
"normal
demorou um bastante mais chegou o produto correto",NEUTRAL
"normal
Medio",NEUTRAL
"muito bom 
Muito bom",POSITIVE
"normal
Produto de ótima qualidade e entrega rápida. Recomendo.",NEUTRAL
"normal
Ameiii",NEUTRAL
"normal
Adorei o produto, vendedor atencioso...produto entregue dentro do prazo estabelecido. Recomendo a todos os clientes das Lojas lannister.",POSITIVE
"7
Eu não recebi minha cortina ainda",NEGATIVE
"normal
Gostei muito dentro do prazo e o produto como desejava.",NEUTRAL
"Tudo ok 
Ok ",POSITIVE
"normal
Além de Pagar frete, tive que ir até uma agência dos Correios para retirar e ainda me entregaram apenas 1 item. Qdo na vdd paguei por 2",NEGATIVE
"normal
A caixa veio amassada e molhada. Veio quatro frasco de 500 ML e um veio trincado e vazou metade do produto.",NEGATIVE
"normal
Boa loja !!! Recomendo !!!",POSITIVE
"normal
Chegou bem antes do dia. Amei",NEUTRAL
"normal
Produto entregue em perfeito estado e antes do prazo.",NEUTRAL
"Satisfação do Cliente
Muito bom, recomendo, tudo dentro do prazo!!!",POSITIVE
"normal
Minha luminária chegou dentro do prazo estipulado (até um pouquinho antes), muito bem embalada e dentro das especificações. Recomendo o produto e a loja, com certeza!",POSITIVE
"Boas
Boas almofadas pelo valor porém falta um pouco mais de enchimento.",POSITIVE
"normal
O produto que recebi não é da cor que comprei. Já solicitei devolução. ",NEGATIVE
"normal
chegou antes do prazo estipulado, estou muito satisfeita. ",POSITIVE
"normal
ótima",NEUTRAL
"normal
O produto chegou cerca de uma semana e meia antes do termino do prazo, porem meus pinceis vieram amassados e é evidente que alguns pinceis não são da mesma linha, já que possuem cerdas diferentes.",NEGATIVE
"Boa
Eu tive que ir buscar nos correios.",POSITIVE
"10
Muito bom comprar no baratheon",POSITIVE
"normal
Trabalhem para reduzir o prazo de entrega. Não sei se compraria novamente através do site.",NEUTRAL
"normal
Chegou bem antes do prazo!
Estou satisfeita com meu produto, condiz com o anunciado!
Chegou bem embalado, com papel de presente
Compraria novamente!",POSITIVE
"normal
entrega no prazo corrreto ",NEUTRAL
"normal
Melhor do que esperava",NEUTRAL
"normal
Um ótimo produto",NEUTRAL
"geral
Otimo!",NEUTRAL
"normal
Olá,

Faltou uma peça, identificada no manual de montagem como B - Hanging Rail. Veio apenas uma. Vocês pode providenciar? Aguardo.",NEGATIVE
"normal
A entrega poderia ser mais rapida.",NEUTRAL
"normal
 Vale a pena comprar na lannister.. ",NEUTRAL
"normal
Gostei bastante de comprar na loja , eu recomendaria aos meus amigos a comprar na loja ",NEUTRAL
"Grau incorretp
normal",NEGATIVE
"Bom
Tô em teste com o produto ,espero que seja bom .",POSITIVE
"normal
Gostei muito, recomendo 😃",POSITIVE
"normal
Chegou antes do previsto. Recomendo!",POSITIVE
"super legal
tudo perfeito

",POSITIVE
"normal
Arranhador veio com lascas na base por conta de embalagem inadequada. Sugere-se que os próximos sejam enviados em caixa - não apenas embalados em papel.",NEUTRAL
"normal
Produto corresponde exatamente à descrição. Material de boa qualidade; muito bonito e estiloso. Comprei para ciclismo de passeio. Veio muito bem embalado e foi entregue antes do prazo estipulado.",POSITIVE
"normal
O prazo era de 07 a 14 dias.",NEUTRAL
"Lindo!
normal",NEUTRAL
"normal
Não recebi esse produto apesar de informar que a entrega fói feita. O que recebi foi outro pedido referente ao teclado wifi que no pedido afirma ainda não ter sido entregue. Houve erro na entrega ",NEGATIVE
"normal
produto chegou correto, ainda não foi usado",NEUTRAL
"normal
O produto, é exatamente como esperava.perfeito.",POSITIVE
"normal
ótima sempre volto a comprar ",NEUTRAL
"normal
Super recomendo...foi entregue antes do dia previsto...",POSITIVE
